url,types,app_id,name,recomm_id
https://store.steampowered.com/app/528550/Drunkn_Bar_Fight/,app,528550,Drunkn_Bar_Fight,"744600,266430,727930,728630,1046760,496240,332570,605740,252870,337320"
https://store.steampowered.com/app/281610/Homeworld_Deserts_of_Kharak/,app,281610,Homeworld_Deserts_of_Kharak,"15620,4920,292730,91600,4570,9450,47780,507490,13520,268870"
https://store.steampowered.com/app/480650/YuGiOh_Legacy_of_the_Duelist/,app,480650,YuGiOh_Legacy_of_the_Duelist,"591960,329110,70400,97330,213850,583950,49470,293260,1082720,227180"
https://store.steampowered.com/app/383870/Firewatch/,app,383870,Firewatch,"554810,417880,384190,391720,343860,492220,772290,244910,1054110,749050"
https://store.steampowered.com/app/371660/Far_Cry_Primal/,app,371660,Far_Cry_Primal,"253710,10680,9200,223100,113420,418030,39120,304930,22370,22300"
https://store.steampowered.com/app/39150/FINAL_FANTASY_VIII/,app,39150,FINAL_FANTASY_VIII,"382900,292140,204030,38400,382890,15100,539330,39500,513230,40390"
https://store.steampowered.com/app/418030/Subsistence/,app,418030,Subsistence,"402710,351290,312210,252870,914620,298610,655290,467570,386590,369080"
https://store.steampowered.com/app/1065970/VRSpiceWolfVR/,app,1065970,VRSpiceWolfVR,"974670,771920,1041670,746920,714730,934990,685740,333600,447530,641960"
https://store.steampowered.com/app/967050/Pacify/,app,967050,Pacify,"521890,503350,434570,434730,857370,759010,352460,506610,466240,414700"
https://store.steampowered.com/app/838380/DEAD_OR_ALIVE_6/,app,838380,DEAD_OR_ALIVE_6,"544750,411830,262150,529000,307780,460790,511680,361300,215830,383980"
https://store.steampowered.com/app/209000/Batman_Arkham_Origins/,app,209000,Batman_Arkham_Origins,"35140,200260,208650,48190,242700,115320,15100,647830,12200,19900"
https://store.steampowered.com/app/793690/Final_Assault/,app,793690,Final_Assault,"657200,806950,64000,312980,314980,672680,666820,7830,6800,8170"
https://store.steampowered.com/app/215280/Secret_World_Legends/,app,215280,Secret_World_Legends,"304030,39120,215830,442080,22300,115320,45740,217750,355840,233290"
https://store.steampowered.com/app/844040/RUSH/,app,844040,RUSH,"310560,880200,614970,746500,462480,501090,1040430,934990,817950,343120"
https://store.steampowered.com/app/790820/Valkyria_Chronicles_4/,app,790820,Valkyria_Chronicles_4,"294860,405900,556740,820760,803600,282900,495280,260130,353270,292140"
https://store.steampowered.com/app/673880/Warhammer_40000_Mechanicus/,app,673880,Warhammer_40000_Mechanicus,"322910,590380,553210,458040,586030,15620,322190,698640,312370,281640"
